DS_ID,NumberOfInstances,NumberOfFeatures,NumberOfClasses,Target_Feature,DS_URL2,898,39,5,38,https://www.openml.org/data/v1/download/1666876/anneal.arff
40,208,61,2,60,https://www.openml.org/data/v1/download/40/sonar.arff
41,214,10,6,9,https://www.openml.org/data/v1/download/41/glass.arff
42,683,36,19,35,https://www.openml.org/data/v1/download/42/soybean.arff
43,306,4,2,3,https://www.openml.org/data/v1/download/43/haberman.arff
44,4601,58,2,57,https://www.openml.org/data/v1/download/44/spambase.arff
46,3190,61,3,61,https://www.openml.org/data/v1/download/46/splice.arff
48,151,6,3,5,https://www.openml.org/data/v1/download/48/tae.arff
49,303,14,2,13,https://www.openml.org/data/v1/download/49/heart-c.arff
50,958,10,2,9,https://www.openml.org/data/v1/download/50/tic-tac-toe.arff
51,294,14,2,13,https://www.openml.org/data/v1/download/51/heart-h.arff
52,10,33,2,32,https://www.openml.org/data/v1/download/52/trains.arff
53,270,14,2,13,https://www.openml.org/data/v1/download/53/heart-statlog.arff
54,846,19,4,18,https://www.openml.org/data/v1/download/54/vehicle.arff
55,155,20,2,19,https://www.openml.org/data/v1/download/55/hepatitis.arff
56,435,17,2,16,https://www.openml.org/data/v1/download/56/vote.arff
57,3772,30,4,29,https://www.openml.org/data/v1/download/57/hypothyroid.arff
59,351,35,2,34,https://www.openml.org/data/v1/download/59/ionosphere.arff
60,5000,41,3,40,https://www.openml.org/data/v1/download/60/waveform-5000.arff
61,150,5,3,4,https://www.openml.org/data/v1/download/61/iris.arff
62,101,17,7,17,https://www.openml.org/data/v1/download/52352/zoo.arff
70,1000000,39,6,38,"https://www.openml.org/data/v1/download/1716/BNG(anneal,nominal,1000000).arff"
71,1000000,39,6,38,"https://www.openml.org/data/v1/download/1717/BNG(anneal.ORIG,nominal,1000000).arff"
72,1000000,37,2,36,https://www.openml.org/data/v1/download/1718/BNG(kr-vs-kp).arff
73,1000000,17,2,16,"https://www.openml.org/data/v1/download/1719/BNG(labor,nominal,1000000).arff"
74,1000000,17,26,16,"https://www.openml.org/data/v1/download/1722/BNG(letter,nominal,1000000).arff"
75,1000000,26,7,25,"https://www.openml.org/data/v1/download/1741/BNG(autos,nominal,1000000).arff"
76,1000000,19,4,18,"https://www.openml.org/data/v1/download/1746/BNG(lymph,nominal,1000000).arff"
77,1000000,10,2,9,"https://www.openml.org/data/v1/download/1751/BNG(breast-cancer,nominal,1000000).arff"
78,1000000,77,10,76,"https://www.openml.org/data/v1/download/1754/BNG(mfeat-fourier,nominal,1000000).arff"
115,1000000,65,10,64,"https://www.openml.org/data/v1/download/1835/BNG(mfeat-karhunen,nominal,1000000).arff"
116,1000000,13,6,12,"https://www.openml.org/data/v1/download/1836/BNG(bridges_version1,nominal,1000000).arff"
117,1000000,13,6,12,"https://www.openml.org/data/v1/download/1837/BNG(bridges_version2,nominal,1000000).arff"
118,1000000,48,10,47,"https://www.openml.org/data/v1/download/1838/BNG(mfeat-zernike,nominal,1000000).arff"
119,55296,10,3,9,"https://www.openml.org/data/v1/download/1839/BNG(cmc,nominal,55296).arff"
120,1000000,23,2,22,https://www.openml.org/data/v1/download/1840/BNG(mushroom).arff
121,1000000,28,2,27,"https://www.openml.org/data/v1/download/1841/BNG(colic.ORIG,nominal,1000000).arff"
122,1000000,23,2,22,"https://www.openml.org/data/v1/download/1842/BNG(colic,nominal,1000000).arff"
123,1000000,65,10,64,https://www.openml.org/data/v1/download/1843/BNG(optdigits).arff
124,1000000,16,2,15,"https://www.openml.org/data/v1/download/1844/BNG(credit-a,nominal,1000000).arff"
125,295245,11,5,10,"https://www.openml.org/data/v1/download/1845/BNG(page-blocks,nominal,295245).arff"
126,1000000,21,2,20,"https://www.openml.org/data/v1/download/1846/BNG(credit-g,nominal,1000000).arff"
127,1000000,17,10,16,"https://www.openml.org/data/v1/download/1847/BNG(pendigits,nominal,1000000).arff"
128,1000000,40,2,39,"https://www.openml.org/data/v1/download/1848/BNG(cylinder-bands,nominal,1000000).arff"
129,1000000,35,6,34,"https://www.openml.org/data/v1/download/1851/BNG(dermatology,nominal,1000000).arff"
130,1000000,20,7,19,https://www.openml.org/data/v1/download/1852/BNG(segment).arff
131,1000000,30,2,29,"https://www.openml.org/data/v1/download/1855/BNG(sick,nominal,1000000).arff"
132,1000000,61,2,60,"https://www.openml.org/data/v1/download/2162/BNG(sonar,nominal,1000000).arff"
133,137781,10,7,9,"https://www.openml.org/data/v1/download/2163/BNG(glass,nominal,137781).arff"
134,1000000,36,19,35,https://www.openml.org/data/v1/download/2164/BNG(soybean).arff
135,1000000,58,2,57,https://www.openml.org/data/v1/download/2165/BNG(spambase).arff
136,1000000,14,5,13,"https://www.openml.org/data/v1/download/2166/BNG(heart-c,nominal,1000000).arff"
137,39366,10,2,9,https://www.openml.org/data/v1/download/2167/BNG(tic-tac-toe).arff
138,1000000,14,5,13,"https://www.openml.org/data/v1/download/2168/BNG(heart-h,nominal,1000000).arff"
139,1000000,33,2,32,https://www.openml.org/data/v1/download/2169/BNG(trains).arff
140,1000000,14,2,13,"https://www.openml.org/data/v1/download/2170/BNG(heart-statlog,nominal,1000000).arff"
141,1000000,19,4,18,"https://www.openml.org/data/v1/download/2175/BNG(vehicle,nominal,1000000).arff"
142,1000000,20,2,19,"https://www.openml.org/data/v1/download/2178/BNG(hepatitis,nominal,1000000).arff"
143,131072,17,2,16,https://www.openml.org/data/v1/download/2179/BNG(vote).arff
144,1000000,30,4,29,"https://www.openml.org/data/v1/download/2180/BNG(hypothyroid,nominal,1000000).arff"
146,1000000,35,2,34,https://www.openml.org/data/v1/download/2182/BNG(ionosphere).arff
147,1000000,41,3,40,"https://www.openml.org/data/v1/download/2183/BNG(waveform-5000,nominal,1000000).arff"
148,1000000,18,7,17,"https://www.openml.org/data/v1/download/2184/BNG(zoo,nominal,1000000).arff"
149,1455525,73,10,72,https://www.openml.org/data/v1/download/2417/CovPokElec.arff
150,581012,55,7,54,https://www.openml.org/data/v1/download/2418/covertype.arff
151,45312,9,2,8,https://www.openml.org/data/v1/download/2419/electricity.arff
152,1000000,11,2,10,https://www.openml.org/data/v1/download/2420/Hyperplane_10_1E-3.arff
153,1000000,11,2,10,https://www.openml.org/data/v1/download/2421/Hyperplane_10_1E-4.arff
154,1000000,25,10,24,https://www.openml.org/data/v1/download/2422/LED(50000).arff
155,829201,11,10,10,https://www.openml.org/data/v1/download/2423/pokerhand.arff
156,1000000,11,5,10,https://www.openml.org/data/v1/download/2424/RandomRBF_0_0.arff
157,1000000,11,5,10,https://www.openml.org/data/v1/download/2425/RandomRBF_10_1E-3.arff
158,1000000,11,5,10,https://www.openml.org/data/v1/download/2426/RandomRBF_10_1E-4.arff
159,1000000,11,5,10,https://www.openml.org/data/v1/download/2427/RandomRBF_50_1E-3.arff
160,1000000,11,5,10,https://www.openml.org/data/v1/download/2428/RandomRBF_50_1E-4.arff
161,1000000,4,2,3,https://www.openml.org/data/v1/download/2429/SEA(50).arff
162,1000000,4,2,3,https://www.openml.org/data/v1/download/2430/SEA(50000).arff
163,32,57,3,0,https://www.openml.org/data/v1/download/3584/lung-cancer.arff
164,106,59,2,0,https://www.openml.org/data/v1/download/3585/molecular-biology_promoters.arff
171,339,18,21,17,https://www.openml.org/data/v1/download/3594/primary-tumor.arff
172,15,7,2,0,https://www.openml.org/data/v1/download/3595/shuttle-landing-control.arff
179,48842,15,2,14,https://www.openml.org/data/v1/download/3608/adult.arff
180,110393,55,7,54,https://www.openml.org/data/v1/download/3615/covertype.arff
181,1484,9,10,8,https://www.openml.org/data/v1/download/3616/yeast.arff
182,6430,37,6,36,https://www.openml.org/data/v1/download/3619/satimage.arff
183,4177,9,28,8,https://www.openml.org/data/v1/download/3620/abalone.arff
184,28056,7,18,6,https://www.openml.org/data/v1/download/3621/kropt.arff
185,1340,18,3,17,https://www.openml.org/data/v1/download/3622/baseball.arff
186,412,9,7,8,https://www.openml.org/data/v1/download/3623/braziltourism.arff
187,178,14,3,0,https://www.openml.org/data/v1/download/3624/wine.arff
188,736,20,5,19,https://www.openml.org/data/v1/download/3625/eucalyptus.arff
189,8192,9,0,8,https://www.openml.org/data/v1/download/3626/kin8nm.arff
190,61,3,0,2,https://www.openml.org/data/v1/download/3627/mbagrade.arff
191,194,33,0,32,https://www.openml.org/data/v1/download/3628/wisconsin.arff
192,52,4,0,3,https://www.openml.org/data/v1/download/3629/vineyard.arff
193,40,8,0,7,https://www.openml.org/data/v1/download/3630/bolts.arff
194,303,14,0,13,https://www.openml.org/data/v1/download/3631/cleveland.arff
195,159,16,0,15,https://www.openml.org/data/v1/download/3632/auto_price.arff
196,398,8,0,7,https://www.openml.org/data/v1/download/3633/autoMpg.arff
197,8192,22,0,21,https://www.openml.org/data/v1/download/3634/cpu_act.arff
198,9517,7,0,6,https://www.openml.org/data/v1/download/52348/delta_elevators.arff
199,125,5,0,4,https://www.openml.org/data/v1/download/3636/fruitfly.arff
200,418,19,0,18,https://www.openml.org/data/v1/download/3637/pbc.arff
201,15000,49,0,48,https://www.openml.org/data/v1/download/3638/pol.arff
203,189,10,0,9,https://www.openml.org/data/v1/download/3640/lowbwt.arff
204,303,14,0,13,https://www.openml.org/data/v1/download/3641/cholesterol.arff
205,62,8,0,6,https://www.openml.org/data/v1/download/3642/sleep.arff
206,186,61,0,60,https://www.openml.org/data/v1/download/3643/triazines.arff
207,159,16,0,15,https://www.openml.org/data/v1/download/3644/autoPrice.arff
208,13,14,0,13,https://www.openml.org/data/v1/download/3645/detroit.arff
209,2178,4,0,3,https://www.openml.org/data/v1/download/3646/quake.arff
210,108,7,0,6,https://www.openml.org/data/v1/download/3647/cloud.arff
211,16,7,0,6,https://www.openml.org/data/v1/download/3648/longley.arff
212,43,3,0,2,https://www.openml.org/data/v1/download/3649/diabetes_numeric.arff
213,195,12,0,11,https://www.openml.org/data/v1/download/3650/pharynx.arff
214,96,5,0,4,https://www.openml.org/data/v1/download/3651/baskball.arff
215,40768,11,0,10,https://www.openml.org/data/v1/download/3652/2dplanes.arff
216,16599,19,0,18,https://www.openml.org/data/v1/download/3653/elevators.arff
217,74,28,0,27,https://www.openml.org/data/v1/download/3654/pyrim.arff
218,22784,9,0,8,https://www.openml.org/data/v1/download/3655/house_8L.arff
222,130,10,0,9,https://www.openml.org/data/v1/download/3659/echoMonths.arff
223,950,10,0,9,https://www.openml.org/data/v1/download/3660/stock.arff
224,286,10,0,9,https://www.openml.org/data/v1/download/3661/breastTumor.arff
225,8192,9,0,8,https://www.openml.org/data/v1/download/3662/puma8NH.arff
226,27,5,0,4,https://www.openml.org/data/v1/download/3663/gascons.arff
227,8192,13,0,12,https://www.openml.org/data/v1/download/3664/cpu_small.arff
228,55,3,0,2,https://www.openml.org/data/v1/download/3665/elusage.arff
229,200,11,0,10,https://www.openml.org/data/v1/download/3666/pwLinear.arff
230,209,7,0,6,https://www.openml.org/data/v1/download/3667/machine_cpu.arff
231,294,14,0,13,https://www.openml.org/data/v1/download/3668/hungarian.arff
232,158,8,0,7,https://www.openml.org/data/v1/download/3669/fishcatch.arff
244,1000000,39,6,38,https://www.openml.org/data/v1/download/5577/BNG(anneal).arff
245,1000000,39,6,38,https://www.openml.org/data/v1/download/5578/BNG(anneal.ORIG).arff
246,1000000,17,2,16,https://www.openml.org/data/v1/download/5579/BNG(labor).arff
247,1000000,17,26,16,https://www.openml.org/data/v1/download/5580/BNG(letter).arff
248,1000000,26,7,25,https://www.openml.org/data/v1/download/5581/BNG(autos).arff
249,1000000,19,4,18,https://www.openml.org/data/v1/download/5582/BNG(lymph).arff
250,1000000,77,10,76,https://www.openml.org/data/v1/download/5599/BNG(mfeat-fourier).arff
251,39366,10,2,9,https://www.openml.org/data/v1/download/5600/BNG(breast-w).arff
252,1000000,65,10,64,https://www.openml.org/data/v1/download/5611/BNG(mfeat-karhunen).arff
253,1000000,13,6,12,https://www.openml.org/data/v1/download/5618/BNG(bridges_version1).arff
254,1000000,48,10,47,https://www.openml.org/data/v1/download/5629/BNG(mfeat-zernike).arff
255,55296,10,3,9,https://www.openml.org/data/v1/download/5630/BNG(cmc).arff
256,1000000,28,2,23,https://www.openml.org/data/v1/download/5631/BNG(colic.ORIG).arff
257,1000000,23,2,22,https://www.openml.org/data/v1/download/5632/BNG(colic).arff
258,1000000,16,2,15,https://www.openml.org/data/v1/download/6345/BNG(credit-a).arff
259,295245,11,5,10,https://www.openml.org/data/v1/download/6346/BNG(page-blocks).arff
260,1000000,21,2,20,https://www.openml.org/data/v1/download/6349/BNG(credit-g).arff
261,1000000,17,10,16,https://www.openml.org/data/v1/download/6352/BNG(pendigits).arff
262,1000000,40,2,39,https://www.openml.org/data/v1/download/6353/BNG(cylinder-bands).arff
263,1000000,35,6,34,https://www.openml.org/data/v1/download/6354/BNG(dermatology).arff
264,1000000,61,2,60,https://www.openml.org/data/v1/download/6355/BNG(sonar).arff
265,137781,10,7,9,https://www.openml.org/data/v1/download/6356/BNG(glass).arff
266,1000000,14,5,13,https://www.openml.org/data/v1/download/6357/BNG(heart-c).arff
267,1000000,14,2,13,https://www.openml.org/data/v1/download/6358/BNG(heart-statlog).arff
268,1000000,19,4,18,https://www.openml.org/data/v1/download/6359/BNG(vehicle).arff
269,1000000,20,2,19,https://www.openml.org/data/v1/download/6360/BNG(hepatitis).arff
271,1000000,41,3,40,https://www.openml.org/data/v1/download/6362/BNG(waveform-5000).arff
272,1000000,18,7,17,https://www.openml.org/data/v1/download/6363/BNG(zoo).arff
273,120919,1002,2,0,https://www.openml.org/data/v1/download/11346/IMDB.drama.sparse_arff
274,399940,1002,2,1,https://www.openml.org/data/v1/download/11347/20_newsgroups.drift.arff
275,71,63,6,62,https://www.openml.org/data/v1/download/12453/meta_all.arff.arff
276,74,63,4,62,https://www.openml.org/data/v1/download/12454/meta_batchincremental.arff.arff
277,74,63,4,62,https://www.openml.org/data/v1/download/12455/meta_ensembles.arff.arff
278,74,63,4,62,https://www.openml.org/data/v1/download/12456/meta_instanceincremental.arff.arff
279,45164,75,11,74,https://www.openml.org/data/v1/download/1786463/meta_stream_intervals.arff.arff
285,194,30,8,6,https://www.openml.org/data/v1/download/49810/flags.arff
287,6497,12,0,11,https://www.openml.org/data/v1/download/49817/wine_quality.arff
293,581012,55,2,0,https://www.openml.org/data/v1/download/49823/covertype.sparse_arff
294,6435,37,0,36,https://www.openml.org/data/v1/download/50720/satellite_image.arff
296,13750,41,0,40,https://www.openml.org/data/v1/download/52060/Ailerons.arff
298,9822,86,0,85,https://www.openml.org/data/v1/download/52199/coil2000.arff
299,360,91,0,90,https://www.openml.org/data/v1/download/52200/libras_move.arff
300,7797,618,26,617,https://www.openml.org/data/v1/download/52405/isolet.arff
301,2536,73,0,72,https://www.openml.org/data/v1/download/52202/ozone_level.arff
307,990,13,11,12,https://www.openml.org/data/v1/download/52210/vowel.arff
308,8192,33,0,32,https://www.openml.org/data/v1/download/52211/puma32H.arff
310,11183,7,2,6,https://www.openml.org/data/v1/download/52214/mammography.arff
311,937,50,2,0,https://www.openml.org/data/v1/download/52215/oil_spill.arff
312,2407,300,2,299,https://www.openml.org/data/v1/download/1390080/scene.arff
313,531,103,48,1,https://www.openml.org/data/v1/download/52217/spectrometer.arff
315,1994,128,0,127,https://www.openml.org/data/v1/download/52219/us_crime.arff
316,2417,117,2,116,https://www.openml.org/data/v1/download/52220/yeast_ml8.arff
327,105,13,6,12,https://www.openml.org/data/v1/download/52231/bridges.arff
328,105,13,6,12,https://www.openml.org/data/v1/download/52232/bridges.arff
329,160,5,3,4,https://www.openml.org/data/v1/download/52233/hayes-roth.arff
333,556,7,2,0,https://www.openml.org/data/v1/download/52236/monks-problems-1.arff
334,601,7,2,0,https://www.openml.org/data/v1/download/52237/monks-problems-2.arff
335,554,7,2,0,https://www.openml.org/data/v1/download/52238/monks-problems-3.arff
336,267,23,2,0,https://www.openml.org/data/v1/download/52239/SPECT.arff
337,349,45,2,0,https://www.openml.org/data/v1/download/52240/SPECTF.arff
338,155,9,4,8,https://www.openml.org/data/v1/download/52241/grub-damage.arff
339,36,23,3,22,https://www.openml.org/data/v1/download/52242/pasture.arff
340,52,25,3,24,https://www.openml.org/data/v1/download/52243/squash-stored.arff
342,52,24,3,23,https://www.openml.org/data/v1/download/52245/squash-unstored.arff
343,63,32,4,31,https://www.openml.org/data/v1/download/52246/white-clover.arff
344,40768,11,0,10,https://www.openml.org/data/v1/download/52247/mv.arff
346,50,5,2,0,https://www.openml.org/data/v1/download/52249/aids.arff
350,36974,124,2,0,https://www.openml.org/data/v1/download/52253/webdata_wXa.sparse_arff
351,488565,9,2,0,https://www.openml.org/data/v1/download/52254/codrna.sparse_arff
354,1025010,11,2,0,https://www.openml.org/data/v1/download/52257/poker.sparse_arff
357,98528,101,2,0,https://www.openml.org/data/v1/download/52260/vehicle_sensIT.sparse_arff
372,10108,72,46,0,https://www.openml.org/data/v1/download/52407/internet_usage.arff
373,9100,3,9,2,https://www.openml.org/data/v1/download/52413/UNIX_user_data.arff
374,131,3,3,2,https://www.openml.org/data/v1/download/1663733/SyskillWebert-BioMedical.arff
375,9961,15,9,0,https://www.openml.org/data/v1/download/52415/JapaneseVowels.arff
376,65,3,2,2,https://www.openml.org/data/v1/download/1663734/SyskillWebert-Sheep.arff
377,600,62,6,61,https://www.openml.org/data/v1/download/52417/synthetic_control.arff
378,8844,61,7,58,https://www.openml.org/data/v1/download/52418/ipums_la_99-small.arff
379,70,3,3,2,https://www.openml.org/data/v1/download/1663742/SyskillWebert-Goats.arff
380,61,3,3,2,https://www.openml.org/data/v1/download/1663741/SyskillWebert-Bands.arff
381,7485,61,7,58,https://www.openml.org/data/v1/download/52421/ipums_la_98-small.arff
382,7019,61,8,58,https://www.openml.org/data/v1/download/52422/ipums_la_97-small.arff
383,690,8262,10,8261,https://www.openml.org/data/v1/download/52495/tr45.wc.sparse_arff
384,336,7903,6,7902,https://www.openml.org/data/v1/download/52496/tr21.wc.sparse_arff
385,927,10129,7,10128,https://www.openml.org/data/v1/download/52497/tr31.wc.sparse_arff
386,913,3101,10,3100,https://www.openml.org/data/v1/download/52498/oh15.wc.sparse_arff
387,414,6430,9,6429,https://www.openml.org/data/v1/download/52499/tr11.wc.sparse_arff
388,204,5833,6,5832,https://www.openml.org/data/v1/download/52500/tr23.wc.sparse_arff
389,2463,2001,17,2000,https://www.openml.org/data/v1/download/52501/fbis.wc.sparse_arff
390,9558,26833,44,26832,https://www.openml.org/data/v1/download/52502/new3s.wc.sparse_arff
391,1504,2887,13,2886,https://www.openml.org/data/v1/download/52503/re0.wc.sparse_arff
392,1003,3183,10,3182,https://www.openml.org/data/v1/download/52504/oh0.wc.sparse_arff
393,3075,12433,6,12432,https://www.openml.org/data/v1/download/52505/la2s.wc.sparse_arff
394,918,3013,10,3012,https://www.openml.org/data/v1/download/52506/oh5.wc.sparse_arff
395,1657,3759,25,3758,https://www.openml.org/data/v1/download/52507/re1.wc.sparse_arff
396,3204,13196,6,13195,https://www.openml.org/data/v1/download/52508/la1s.wc.sparse_arff
397,313,5805,8,5804,https://www.openml.org/data/v1/download/52509/tr12.wc.sparse_arff
398,1560,8461,20,8460,https://www.openml.org/data/v1/download/52510/wap.wc.sparse_arff
399,11162,11466,10,11465,https://www.openml.org/data/v1/download/52511/ohscal.wc.sparse_arff
400,878,7455,10,7454,https://www.openml.org/data/v1/download/52512/tr41.wc.sparse_arff
401,1050,3239,10,3238,https://www.openml.org/data/v1/download/52513/oh10.wc.sparse_arff
402,12,1143,0,1142,https://www.openml.org/data/v1/download/52514/yokohoma2.arff
403,11,1143,0,1142,https://www.openml.org/data/v1/download/52515/heyl.arff
404,13,1143,0,1142,https://www.openml.org/data/v1/download/52516/yokohoma1.arff
405,4450,203,0,202,https://www.openml.org/data/v1/download/52517/mtp.arff
406,25,10,0,9,https://www.openml.org/data/v1/download/52518/qsbr_y2.arff
407,30,1143,0,1142,https://www.openml.org/data/v1/download/52519/krystek.arff
408,26,1143,0,1142,https://www.openml.org/data/v1/download/52520/depreux.arff
409,79,321,0,320,https://www.openml.org/data/v1/download/52521/pdgfr.arff
410,37,1143,0,1142,https://www.openml.org/data/v1/download/52522/carbolenes.arff
411,14,1143,0,1142,https://www.openml.org/data/v1/download/52523/garrat2.arff
412,22,111,0,110,https://www.openml.org/data/v1/download/52524/Phen.arff
413,10,1143,0,1142,https://www.openml.org/data/v1/download/52525/siddiqi.arff
414,7,1143,0,1142,https://www.openml.org/data/v1/download/52526/lewis.arff
415,8,1143,0,1142,https://www.openml.org/data/v1/download/52527/thompson.arff
416,8885,252,0,251,https://www.openml.org/data/v1/download/52528/yprop_4_1.arff
417,13,1143,0,1142,https://www.openml.org/data/v1/download/52529/tsutumi.arff
418,34,1143,0,1142,https://www.openml.org/data/v1/download/52530/strupcz.arff
419,22,629,0,628,https://www.openml.org/data/v1/download/52531/PHENETYL1.arff
420,32,1143,0,1142,https://www.openml.org/data/v1/download/52532/cristalli.arff
421,31,54,0,53,https://www.openml.org/data/v1/download/52533/selwood.arff
422,8885,267,0,266,https://www.openml.org/data/v1/download/52534/topo_2_1.arff
423,13,1143,0,1142,https://www.openml.org/data/v1/download/52535/svensson.arff
424,80,113,0,112,https://www.openml.org/data/v1/download/52536/pah.arff
425,13,1143,0,1142,https://www.openml.org/data/v1/download/52537/penning.arff
426,20,10,0,9,https://www.openml.org/data/v1/download/52538/qsfsr1.arff
427,16,34,0,33,https://www.openml.org/data/v1/download/52539/qsfrdhla.arff
428,22,40,0,39,https://www.openml.org/data/v1/download/52540/qsprcmpx.arff
429,19,10,0,9,https://www.openml.org/data/v1/download/52541/qsfsr2.arff
430,274,1143,0,1142,https://www.openml.org/data/v1/download/52542/mtp2.arff
431,13,22,0,21,https://www.openml.org/data/v1/download/52543/qsbralks.arff
432,5,1143,0,1142,https://www.openml.org/data/v1/download/52544/stevenson.arff
433,16,24,0,23,https://www.openml.org/data/v1/download/52545/qsartox.arff
434,195,33,0,32,https://www.openml.org/data/v1/download/52546/benzo32.arff
435,9,1143,0,1142,https://www.openml.org/data/v1/download/52547/uehling.arff
436,10,1143,0,1142,https://www.openml.org/data/v1/download/52548/rosowky.arff
437,10,1143,0,1142,https://www.openml.org/data/v1/download/52549/garrat.arff
438,6,1143,0,1142,https://www.openml.org/data/v1/download/52550/doherty.arff
439,34,1143,0,1142,https://www.openml.org/data/v1/download/52551/chang.arff
440,15,10,0,9,https://www.openml.org/data/v1/download/52552/qsabr2.arff
441,15,10,0,9,https://www.openml.org/data/v1/download/52553/qsabr1.arff
442,14,51,0,50,https://www.openml.org/data/v1/download/52554/qsbr_rw1.arff
443,95,10,5,8,https://www.openml.org/data/v1/download/52555/analcatdata_broadway.arff
444,132,4,2,3,https://www.openml.org/data/v1/download/52556/analcatdata_boxing2.arff
446,200,8,2,0,https://www.openml.org/data/v1/download/52558/prnn_crabs.arff
448,120,4,2,3,https://www.openml.org/data/v1/download/52560/analcatdata_boxing1.arff
449,163,28,5,26,https://www.openml.org/data/v1/download/52561/analcatdata_homerun.arff
450,264,5,2,4,https://www.openml.org/data/v1/download/52562/analcatdata_lawsuit.arff
451,500,6,2,3,https://www.openml.org/data/v1/download/52563/irish.arff
452,285,8,7,7,https://www.openml.org/data/v1/download/52564/analcatdata_broadwaymult.arff
453,57,12,5,11,https://www.openml.org/data/v1/download/52565/analcatdata_bondrate.arff
454,1340,18,3,17,https://www.openml.org/data/v1/download/52566/analcatdata_halloffame.arff
455,406,9,3,8,https://www.openml.org/data/v1/download/52567/cars.arff
456,365,4,0,2,https://www.openml.org/data/v1/download/52568/analcatdata_birthday.arff
457,27,4,4,3,https://www.openml.org/data/v1/download/52569/prnn_cushings.arff
458,841,71,4,70,https://www.openml.org/data/v1/download/52570/analcatdata_authorship.arff
459,83,4,2,0,https://www.openml.org/data/v1/download/52571/analcatdata_asbestos.arff
460,379,9,4,1,https://www.openml.org/data/v1/download/52572/analcatdata_reviewer.arff
461,100,7,2,6,https://www.openml.org/data/v1/download/52573/analcatdata_creditscore.arff
462,23,6,3,3,https://www.openml.org/data/v1/download/52574/analcatdata_challenger.arff
463,180,33,2,32,https://www.openml.org/data/v1/download/52575/backache.arff
464,250,3,2,2,https://www.openml.org/data/v1/download/52576/prnn_synth.arff
465,97,11,2,10,https://www.openml.org/data/v1/download/52577/analcatdata_cyyoung8092.arff
466,340,15,2,14,https://www.openml.org/data/v1/download/52578/schizo.arff
467,52,10,2,1,https://www.openml.org/data/v1/download/52579/analcatdata_japansolvent.arff
468,72,4,6,0,https://www.openml.org/data/v1/download/52580/confidence.arff
469,797,5,6,4,https://www.openml.org/data/v1/download/52581/analcatdata_dmft.arff
470,672,10,2,0,https://www.openml.org/data/v1/download/52582/profb.arff
472,87,4,2,1,https://www.openml.org/data/v1/download/52584/lupus.arff
474,364,33,6,0,https://www.openml.org/data/v1/download/52586/analcatdata_marketing.arff
475,400,6,4,0,https://www.openml.org/data/v1/download/52587/analcatdata_germangss.arff
476,50,7,2,6,https://www.openml.org/data/v1/download/52588/analcatdata_bankruptcy.arff
477,67,17,5,1,https://www.openml.org/data/v1/download/52589/fl2000.arff
